Unnamed: 0,parameter,Date,units_of_measure,first_max_value,aqi,state,COUNTY,attr_IncidentName,poly_Acres_AutoCalc,attr_FireCauseGeneral,attr_FireDiscoveryDateTime,attr_FireOutDateTime,attr_InitialLatitude,attr_InitialLongitude,attr_InitialResponseDateTime,attr_POOState,attr_PredominantFuelGroup,Time,FireDuration
40037,Acceptable PM2.5 AQI & Speciation Mass,07/23/2020,Micrograms/cubic meter (LC),6.3,26,California,Placer,CANYON,0.0207440300426569,Camping,2020-07-23 21:46:00+00:00,2020-07-23 21:49:59+00:00,39.15195,-120.6763,2020/07/23 21:49:59+00,US-CA,Grass-Shrub,21:46:00+00,0 days 00:03:59
68131,Acceptable PM2.5 AQI & Speciation Mass,08/13/2020,Micrograms/cubic meter (LC),5.1,21,California,Sacramento,MEISS,,,2020-08-13 23:09:30+00:00,,38.474438,-121.171188,,US-CA,,23:09:30+00,
27854,Acceptable PM2.5 AQI & Speciation Mass,06/14/2020,Micrograms/cubic meter (LC),5.5,23,California,Tulare,Ant,9.02530353399182,,2020-06-14 00:16:00+00:00,2020-06-19 23:58:00+00:00,,,2020/06/14 00:17:00+00,US-CA,Grass,00:16:00+00,5 days 23:42:00
43310,Acceptable PM2.5 AQI & Speciation Mass,07/06/2022,Micrograms/cubic meter (LC),5.4,23,California,Los Angeles,LATIGO,0.250284953941113,,2022-07-06 16:31:12+00:00,,34.03259,-118.75729,,US-CA,,16:31:12+00,
68103,Acceptable PM2.5 AQI & Speciation Mass,07/30/2020,Micrograms/cubic meter (LC),4.8,20,California,Sacramento,CLAY,,,2020-07-30 00:21:41+00:00,,38.409833,-121.174425,,US-CA,,00:21:41+00,
54136,Acceptable PM2.5 AQI & Speciation Mass,10/13/2020,Micrograms/cubic meter (LC),11.9,50,California,Los Angeles,LAFD-1542,1.00295372396006,Cause and Origin Not Identified,2020-10-13 05:41:00+00:00,,,,,US-CA,Brush,05:41:00+00,
32438,Acceptable PM2.5 AQI & Speciation Mass,07/06/2022,Micrograms/cubic meter (LC),8.4,35,California,Los Angeles,LATIGO,0.250284953941113,,2022-07-06 16:34:00+00:00,,34.03389,-118.7545,,US-CA,,16:34:00+00,
70085,Acceptable PM2.5 AQI & Speciation Mass,06/14/2020,Micrograms/cubic meter (LC),8.0,33,California,Tulare,Ant,9.02530353399182,,2020-06-14 00:16:00+00:00,2020-06-19 23:58:00+00:00,,,2020/06/14 00:17:00+00,US-CA,Grass,00:16:00+00,5 days 23:42:00
45989,Acceptable PM2.5 AQI & Speciation Mass,06/14/2020,Micrograms/cubic meter (LC),3.4,14,California,Tulare,Ant,9.02530353399182,,2020-06-14 00:16:00+00:00,2020-06-19 23:58:00+00:00,,,2020/06/14 00:17:00+00,US-CA,Grass,00:16:00+00,5 days 23:42:00
32438,Acceptable PM2.5 AQI & Speciation Mass,07/06/2022,Micrograms/cubic meter (LC),8.4,35,California,Los Angeles,LATIGO,0.250284953941113,,2022-07-06 16:31:12+00:00,,34.03259,-118.75729,,US-CA,,16:31:12+00,
53438,Acceptable PM2.5 AQI & Speciation Mass,10/13/2020,Micrograms/cubic meter (LC),9.7,40,California,Los Angeles,LAFD-1542,1.00295372396006,Cause and Origin Not Identified,2020-10-13 05:41:00+00:00,,,,,US-CA,Brush,05:41:00+00,
39503,Acceptable PM2.5 AQI & Speciation Mass,10/30/2020,Micrograms/cubic meter (LC),18.7,65,California,Los Angeles,Pacific Palisades,0.0030904075547082,Cause and Origin Not Identified,2020-10-30 18:01:08+00:00,2020-10-30 18:45:00+00:00,,,2020/10/30 18:14:59+00,US-CA,Grass,18:01:08+00,0 days 00:43:52
37426,Acceptable PM2.5 AQI & Speciation Mass,10/18/2020,Micrograms/cubic meter (LC),23.1,74,California,Los Angeles,TOPANGA,0.332375467846289,Cause and Origin Not Identified,2020-10-18 03:16:11+00:00,2020-10-18 04:12:59+00:00,34.03919,-118.58876,2020/10/18 03:27:59+00,US-CA,Brush,03:16:11+00,0 days 00:56:48
14712,Acceptable PM2.5 AQI & Speciation Mass,07/27/2022,Micrograms/cubic meter (LC),6.2,26,California,San Diego,CASNER,178.268448551103,,2022-07-27 19:18:34+00:00,,33.077333,-116.7575,,US-CA,,19:18:34+00,
30102,Acceptable PM2.5 AQI & Speciation Mass,08/13/2020,Micrograms/cubic meter (LC),5.2,22,California,Sacramento,MEISS,,,2020-08-13 23:09:30+00:00,,38.474438,-121.171188,,US-CA,,23:09:30+00,
14219,Acceptable PM2.5 AQI & Speciation Mass,07/27/2022,Micrograms/cubic meter (LC),7.0,29,California,San Diego,CASNER,178.268448551103,,2022-07-27 19:18:34+00:00,,33.077333,-116.7575,,US-CA,,19:18:34+00,
36888,Acceptable PM2.5 AQI & Speciation Mass,07/23/2020,Micrograms/cubic meter (LC),4.1,17,California,Placer,CANYON,0.0207440300426569,Camping,2020-07-23 21:46:00+00:00,2020-07-23 21:49:59+00:00,39.15195,-120.6763,2020/07/23 21:49:59+00,US-CA,Grass-Shrub,21:46:00+00,0 days 00:03:59
40039,Acceptable PM2.5 AQI & Speciation Mass,07/24/2020,Micrograms/cubic meter (LC),7.5,31,California,Placer,ROBINSON,0.0001206117906759,,2020-07-24 22:38:00+00:00,2020-07-30 21:59:59+00:00,39.15604,-120.5,2020/07/24 22:44:00+00,US-CA,Timber,22:38:00+00,5 days 23:21:59
12673,Carbon monoxide,07/09/2022,Parts per million,0.6,7,California,San Diego,BORDER 22,7.28071502888718,,2022-07-09 00:07:05+00:00,2022-07-10 04:14:00+00:00,32.56656,-116.78974,2022/07/09 00:10:00+00,US-CA,Grass-Shrub,00:07:05+00,1 days 04:06:55
12605,Carbon monoxide,06/05/2022,Parts per million,0.5,6,California,San Diego,BORDER 11,0.929949608275721,,2022-06-05 21:08:53+00:00,2022-06-06 02:00:00+00:00,32.579461,-116.863291,2022/06/05 21:20:00+00,US-CA,Brush,21:08:53+00,0 days 04:51:07
13335,Carbon monoxide,06/05/2022,Parts per million,0.2,2,California,San Diego,BORDER 11,0.929949608275721,,2022-06-05 21:08:53+00:00,2022-06-06 02:00:00+00:00,32.579461,-116.863291,2022/06/05 21:20:00+00,US-CA,Brush,21:08:53+00,0 days 04:51:07
49983,Carbon monoxide,12/26/2022,Parts per million,1.0,11,California,Riverside,DESERTAIRE DR / SEA BREEZE DR,0.0027244096801483,,2022-12-26 00:45:49+00:00,,33.51,-115.784256,,US-CA,,00:45:49+00,
13403,Carbon monoxide,07/09/2022,Parts per million,0.2,2,California,San Diego,BORDER 22,7.28071502888718,,2022-07-09 00:07:05+00:00,2022-07-10 04:14:00+00:00,32.56656,-116.78974,2022/07/09 00:10:00+00,US-CA,Grass-Shrub,00:07:05+00,1 days 04:06:55
39365,Carbon monoxide,08/05/2022,Parts per million,0.1,1,California,Humboldt,Bremer,1491.69767607685,,2022-08-05 14:26:13+00:00,,40.96157,-123.6002,,US-CA,,14:26:13+00,
39365,Carbon monoxide,08/05/2022,Parts per million,0.1,1,California,Humboldt,Ammon,11464.854377122,,2022-08-05 09:59:59+00:00,,40.82289,-123.6387,,US-CA,,09:59:59+00,
59921,Carbon monoxide,11/19/2022,Parts per million,0.6,7,California,Imperial,McKinley  ,107.245714478969,,2022-11-19 04:30:00+00:00,2022-12-15 16:20:44+00:00,32.88474,-114.486,2022/11/19 04:31:59+00,US-CA,Grass-Shrub,04:30:00+00,26 days 11:50:44
32918,Carbon monoxide,03/03/2022,Parts per million,0.9,10,California,Orange,San Juan,9.09523996707668,,2022-03-03 20:03:00+00:00,2022-03-07 00:59:59+00:00,33.59357,-117.5116,2022/03/03 20:03:00+00,US-CA,Brush,20:03:00+00,3 days 04:56:59
20142,Carbon monoxide,03/03/2022,Parts per million,0.4,5,California,Orange,San Juan,9.09523996707668,,2022-03-03 20:03:00+00:00,2022-03-07 00:59:59+00:00,33.59357,-117.5116,2022/03/03 20:03:00+00,US-CA,Brush,20:03:00+00,3 days 04:56:59
15416,Carbon monoxide,03/03/2022,Parts per million,0.5,6,California,Orange,San Juan,9.09523996707668,,2022-03-03 20:03:00+00:00,2022-03-07 00:59:59+00:00,33.59357,-117.5116,2022/03/03 20:03:00+00,US-CA,Brush,20:03:00+00,3 days 04:56:59
36074,Carbon monoxide,03/02/2022,Parts per million,0.9,10,California,Orange,Jim,553.968888803182,,2022-03-02 19:05:59+00:00,2022-03-27 21:49:59+00:00,33.69901,-117.5204,2022/03/02 19:05:59+00,US-CA,Grass-Shrub,19:05:59+00,25 days 02:44:00
32916,Carbon monoxide,03/02/2022,Parts per million,1.2,14,California,Orange,Jim,553.968888803182,,2022-03-02 19:05:59+00:00,2022-03-27 21:49:59+00:00,33.69901,-117.5204,2022/03/02 19:05:59+00,US-CA,Grass-Shrub,19:05:59+00,25 days 02:44:00
20140,Carbon monoxide,03/02/2022,Parts per million,0.4,5,California,Orange,Jim,553.968888803182,,2022-03-02 19:05:59+00:00,2022-03-27 21:49:59+00:00,33.69901,-117.5204,2022/03/02 19:05:59+00,US-CA,Grass-Shrub,19:05:59+00,25 days 02:44:00
59401,Carbon monoxide,02/09/2022,Parts per million,0.4,5,California,Imperial,Foster,9.81533218805632,,2022-02-09 19:50:59+00:00,2022-04-15 17:40:00+00:00,32.74223,-114.6428,2022/02/09 20:34:00+00,US-CA,Grass-Shrub,19:50:59+00,64 days 21:49:01
59504,Carbon monoxide,04/26/2022,Parts per million,0.3,3,California,Imperial,Casino ,2.11236739042737,,2022-04-26 05:15:00+00:00,2022-05-13 17:00:00+00:00,32.73564,-114.6225,,US-CA,,05:15:00+00,17 days 11:45:00
15414,Carbon monoxide,03/02/2022,Parts per million,0.6,7,California,Orange,Jim,553.968888803182,,2022-03-02 19:05:59+00:00,2022-03-27 21:49:59+00:00,33.69901,-117.5204,2022/03/02 19:05:59+00,US-CA,Grass-Shrub,19:05:59+00,25 days 02:44:00
31861,Carbon monoxide,10/12/2021,Parts per million,0.1,1,California,Inyo,GRAYS,0.941996030750981,,2021-10-12 23:05:00+00:00,2021-10-14 20:00:00+00:00,36.78334,-118.2701,2021/10/12 23:10:00+00,US-CA,Brush,23:05:00+00,1 days 20:55:00
36034,Carbon monoxide,02/10/2022,Parts per million,0.9,10,California,Orange,EMERALD,154.620108301682,,2022-02-10 12:10:00+00:00,,,,,US-CA,,12:10:00+00,
32876,Carbon monoxide,02/10/2022,Parts per million,1.3,15,California,Orange,EMERALD,154.620108301682,,2022-02-10 12:10:00+00:00,,,,,US-CA,,12:10:00+00,
20098,Carbon monoxide,02/10/2022,Parts per million,0.3,3,California,Orange,EMERALD,154.620108301682,,2022-02-10 12:10:00+00:00,,,,,US-CA,,12:10:00+00,
15374,Carbon monoxide,02/10/2022,Parts per million,0.6,7,California,Orange,EMERALD,154.620108301682,,2022-02-10 12:10:00+00:00,,,,,US-CA,,12:10:00+00,
13710,Carbon monoxide,12/10/2022,Parts per million,0.6,7,California,San Diego,BORDER 39,0.771860104504423,,2022-12-10 20:03:13+00:00,,32.602106,-116.770115,,US-CA,,20:03:13+00,
12981,Carbon monoxide,12/10/2022,Parts per million,0.8,9,California,San Diego,BORDER 39,0.771860104504423,,2022-12-10 20:03:13+00:00,,32.602106,-116.770115,,US-CA,,20:03:13+00,
59667,Carbon monoxide,07/15/2022,Parts per million,0.3,3,California,Imperial,Arnold,4.61485682276953,,2022-07-15 13:59:00+00:00,2022-08-13 02:00:00+00:00,32.74493,-114.6048,2022/07/15 14:00:00+00,US-CA,Brush,13:59:00+00,28 days 12:01:00
12941,Carbon monoxide,11/20/2022,Parts per million,0.7,8,California,San Diego,BORDER 38,20.9587843902401,,2022-11-20 20:10:13+00:00,2022-11-22 00:00:00+00:00,32.602106,-116.770115,2022/11/20 20:13:59+00,US-CA,Grass,20:10:13+00,1 days 03:49:47
13291,Carbon monoxide,05/14/2022,Parts per million,0.4,5,California,San Diego,JEWEL,29.1438111299799,,2022-05-14 22:16:50+00:00,,32.6147,-116.271,,US-CA,,22:16:50+00,
12561,Carbon monoxide,05/14/2022,Parts per million,0.9,10,California,San Diego,JEWEL,29.1438111299799,,2022-05-14 22:16:50+00:00,,32.6147,-116.271,,US-CA,,22:16:50+00,
59681,Carbon monoxide,07/22/2022,Parts per million,0.3,3,California,Imperial,Jungle,1.02780107979281,,2022-07-22 14:05:00+00:00,2022-07-29 16:12:59+00:00,32.78864,-114.6175,2022/07/22 14:06:00+00,US-CA,Timber,14:05:00+00,7 days 02:07:59
59647,Carbon monoxide,07/05/2022,Parts per million,0.2,2,California,Imperial,All American,25.0046400423809,,2022-07-05 13:38:00+00:00,2022-07-17 18:59:59+00:00,32.81083,-114.5855,2022/07/05 13:41:00+00,US-CA,Timber,13:38:00+00,12 days 05:21:59
18842,Carbon monoxide,05/22/2022,Parts per million,0.2,2,California,Monterey,Bridge,0.0659037686904153,,2022-05-22 23:38:29+00:00,2022-05-25 14:29:59+00:00,36.23278,-121.4817,2022/05/22 23:39:00+00,US-CA,Grass,23:38:29+00,2 days 14:51:30
31679,Carbon monoxide,07/14/2021,Parts per million,0.2,2,California,Inyo,GLACIER ,5.99130830643726,,2021-07-14 20:18:00+00:00,2021-08-20 18:59:59+00:00,37.14372,-118.4706,2021/07/14 20:21:00+00,US-CA,Brush,20:18:00+00,36 days 22:41:59
36076,Carbon monoxide,03/03/2022,Parts per million,0.6,7,California,Orange,San Juan,9.09523996707668,,2022-03-03 20:03:00+00:00,2022-03-07 00:59:59+00:00,33.59357,-117.5116,2022/03/03 20:03:00+00,US-CA,Brush,20:03:00+00,3 days 04:56:59
18602,Carbon monoxide,01/22/2022,Parts per million,1.2,14,California,Monterey,COLORADO,687.418000471349,,2022-01-22 03:17:24+00:00,,36.389815,-121.872123,,US-CA,,03:17:24+00,
27603,Carbon monoxide,02/16/2022,Parts per million,0.1,1,California,Inyo,AIRPORT,2154.830787034,,2022-02-16 20:41:38+00:00,,37.369355,-118.371813,,US-CA,,20:41:38+00,
39365,Carbon monoxide,08/05/2022,Parts per million,0.1,1,California,Humboldt,Oak,2312.92470118699,,2022-08-05 13:31:13+00:00,,40.84676,-123.6149,,US-CA,,13:31:13+00,
13293,Carbon monoxide,05/15/2022,Parts per million,0.3,3,California,San Diego,BORDER 10,4.8066242050924,,2022-05-15 22:20:53+00:00,2022-05-17 02:29:00+00:00,32.56201,-116.799928,2022/05/15 22:30:00+00,US-CA,Grass,22:20:53+00,1 days 04:08:07
12689,Carbon monoxide,07/17/2022,Parts per million,0.6,7,California,San Diego,BORDER 27,98.1468756184701,,2022-07-17 18:25:58+00:00,,32.612392,-116.905724,,US-CA,Grass,18:25:58+00,
31493,Carbon monoxide,04/08/2021,Parts per million,0.1,1,California,Inyo,ONION,85.5380787928343,,2021-04-08 00:49:00+00:00,2021-04-15 21:03:00+00:00,36.79019,-118.2147,2021/04/08 00:49:59+00,US-CA,Brush,00:49:00+00,7 days 20:14:00
39365,Carbon monoxide,08/05/2022,Parts per million,0.1,1,California,Humboldt,Waterman,2154.33835058484,,2022-08-05 18:14:24+00:00,,40.98356,-123.5692,,US-CA,,18:14:24+00,
12689,Carbon monoxide,07/17/2022,Parts per million,0.6,7,California,San Diego,BORDER 26,4.54135507832181,,2022-07-17 15:07:22+00:00,2022-07-18 21:17:00+00:00,32.591056,-116.933186,2022/07/17 15:14:59+00,US-CA,Grass-Shrub,15:07:22+00,1 days 06:09:38
13419,Carbon monoxide,07/17/2022,Parts per million,0.3,3,California,San Diego,BORDER 27,98.1468756184701,,2022-07-17 18:25:58+00:00,,32.612392,-116.905724,,US-CA,Grass,18:25:58+00,
13419,Carbon monoxide,07/17/2022,Parts per million,0.3,3,California,San Diego,BORDER 26,4.54135507832181,,2022-07-17 15:07:22+00:00,2022-07-18 21:17:00+00:00,32.591056,-116.933186,2022/07/17 15:14:59+00,US-CA,Grass-Shrub,15:07:22+00,1 days 06:09:38
31668,Carbon monoxide,07/07/2021,Parts per million,0.1,1,California,Inyo,PINE,24.691986629906,,2021-07-07 22:15:59+00:00,2021-08-03 18:30:00+00:00,37.40583,-118.6422,2021/07/07 22:17:00+00,US-CA,Grass-Shrub,22:15:59+00,26 days 20:14:01
12563,Carbon monoxide,05/15/2022,Parts per million,0.8,9,California,San Diego,BORDER 10,4.8066242050924,,2022-05-15 22:20:53+00:00,2022-05-17 02:29:00+00:00,32.56201,-116.799928,2022/05/15 22:30:00+00,US-CA,Grass,22:20:53+00,1 days 04:08:07
31493,Carbon monoxide,04/08/2021,Parts per million,0.1,1,California,Inyo,ONION,84.9315325367869,,2021-04-08 00:44:39+00:00,,36.775306,-118.265166,,US-CA,,00:44:39+00,
39365,Carbon monoxide,08/05/2022,Parts per million,0.1,1,California,Humboldt,Cedar,558.271868987378,,2022-08-05 18:10:35+00:00,,40.97655,-123.571,,US-CA,,18:10:35+00,
39365,Carbon monoxide,08/05/2022,Parts per million,0.1,1,California,Humboldt,Charlie,143.465628389886,,2022-08-05 10:05:24+00:00,,40.83669,-123.6072,,US-CA,,10:05:24+00,
39501,Carbon monoxide,10/12/2022,Parts per million,0.1,1,California,Humboldt,Big Bar,11.8762375073638,,2022-10-12 05:12:00+00:00,2023-01-03 21:00:00+00:00,41.25653,-123.6006,2022/10/12 14:35:00+00,US-CA,Timber,05:12:00+00,83 days 15:48:00
40405,Carbon monoxide,01/23/2022,Parts per million,2.2,25,California,Los Angeles,LAC-030336,,,2022-01-23 23:47:48+00:00,,34.04309,-118.6525,,US-CA,,23:47:48+00,
33056,Carbon monoxide,05/11/2022,Parts per million,0.7,8,California,Orange,COASTAL,202.089953387156,,2022-05-11 21:51:00+00:00,,,,,US-CA,,21:51:00+00,
31508,Carbon monoxide,04/17/2021,Parts per million,0.1,1,California,Inyo,WILLOW,31.8344691044097,,2021-04-17 04:53:00+00:00,2021-07-10 20:08:00+00:00,35.80946,-116.1895,2021/04/17 05:00:00+00,US-CA,Grass-Shrub,04:53:00+00,84 days 15:15:00
31636,Carbon monoxide,06/19/2021,Parts per million,0.2,2,California,Inyo,INYO CREEK,602.783003629478,,2021-06-19 13:18:59+00:00,2021-11-05 19:00:54+00:00,36.58299,-118.2138,2021/06/19 15:25:00+00,US-CA,Brush,13:18:59+00,139 days 05:41:55
59642,Carbon monoxide,07/04/2022,Parts per million,0.2,2,California,Imperial,Wheat,8.97903275955875,,2022-07-04 04:41:00+00:00,2022-07-06 15:00:00+00:00,32.73484,-114.6142,2022/07/04 04:42:00+00,US-CA,Grass,04:41:00+00,2 days 10:19:00
15554,Carbon monoxide,05/11/2022,Parts per million,0.2,2,California,Orange,COASTAL,202.089953387156,,2022-05-11 21:51:00+00:00,,,,,US-CA,,21:51:00+00,
36214,Carbon monoxide,05/11/2022,Parts per million,0.3,3,California,Orange,COASTAL,202.089953387156,,2022-05-11 21:51:00+00:00,,,,,US-CA,,21:51:00+00,
12619,Carbon monoxide,06/12/2022,Parts per million,0.5,6,California,San Diego,Wala,79.6844228200916,,2022-06-12 20:48:00+00:00,,,,,US-CA,,20:48:00+00,
12663,Carbon monoxide,07/04/2022,Parts per million,0.4,5,California,San Diego,POTRERO,0.10223786118446,,2022-07-04 15:26:56+00:00,,32.62615,-116.5691,,US-CA,,15:26:56+00,
24250,Carbon monoxide,01/23/2022,Parts per million,0.2,2,California,Los Angeles,LAC-030336,,,2022-01-23 23:47:48+00:00,,34.04309,-118.6525,,US-CA,,23:47:48+00,
52786,Carbon monoxide,05/15/2022,Parts per million,0.8,9,California,Riverside,COYOTE,46.9563713325491,,2022-05-15 21:41:45+00:00,,33.886637,-116.900635,,US-CA,,21:41:45+00,
52220,Carbon monoxide,05/15/2022,Parts per million,0.2,2,California,Riverside,TORO,0.897007188517752,,2022-05-15 02:46:15+00:00,,33.730003,-117.330945,,US-CA,,02:46:15+00,
12643,Carbon monoxide,06/24/2022,Parts per million,0.8,9,California,San Diego,BORDER 19,16.9695140662554,,2022-06-24 19:44:59+00:00,2022-06-28 18:50:26+00:00,32.577083,-116.806666,2022/06/24 20:05:00+00,US-CA,Grass,19:44:59+00,3 days 23:05:27
52302,Carbon monoxide,06/25/2022,Parts per million,0.2,2,California,Riverside,RABBIT,4.06569087334124,,2022-06-25 23:12:28+00:00,,33.936609,-117.039185,,US-CA,,23:12:28+00,
55240,Carbon monoxide,06/25/2022,Parts per million,0.4,5,California,Riverside,RABBIT,4.06569087334124,,2022-06-25 23:12:28+00:00,,33.936609,-117.039185,,US-CA,,23:12:28+00,
38628,Carbon monoxide,06/16/2021,Parts per million,0.6,7,California,Orange,LAGUNA,11.6270125055087,,2021-06-16 00:00:00+00:00,,,,,US-CA,,00:00:00+00,
52220,Carbon monoxide,05/15/2022,Parts per million,0.2,2,California,Riverside,COYOTE,46.9563713325491,,2022-05-15 21:41:45+00:00,,33.886637,-116.900635,,US-CA,,21:41:45+00,
49557,Carbon monoxide,05/15/2022,Parts per million,0.7,8,California,Riverside,COYOTE,46.9563713325491,,2022-05-15 21:41:45+00:00,,33.886637,-116.900635,,US-CA,,21:41:45+00,
24206,Carbon monoxide,06/16/2021,Parts per million,0.2,2,California,Orange,LAGUNA,11.6270125055087,,2021-06-16 00:00:00+00:00,,,,,US-CA,,00:00:00+00,
35582,Carbon monoxide,06/29/2022,Parts per million,0.2,2,California,Riverside,CHIPMUNK,0.0025590364455608,,2022-06-29 23:26:59+00:00,,33.899748,-116.920483,,US-CA,,23:26:59+00,
17992,Carbon monoxide,06/16/2021,Parts per million,0.1,1,California,Orange,LAGUNA,11.6270125055087,,2021-06-16 00:00:00+00:00,,,,,US-CA,,00:00:00+00,
13375,Carbon monoxide,06/25/2022,Parts per million,0.3,3,California,San Diego,Boulevard,10.0025884754385,,2022-06-25 20:06:59+00:00,,,,,US-CA,,20:06:59+00,
13439,Carbon monoxide,07/27/2022,Parts per million,0.2,2,California,San Diego,CASNER,178.268448551103,,2022-07-27 19:18:34+00:00,,33.077333,-116.7575,,US-CA,,19:18:34+00,
43955,Carbon monoxide,08/03/2021,Parts per million,0.3,3,California,Los Angeles,ANTONIO ,49.8978860374303,Equipment,2021-08-03 21:08:00+00:00,2021-08-08 18:59:59+00:00,34.22919,-117.668,2021/08/03 21:10:00+00,US-CA,Brush,21:08:00+00,4 days 21:51:59
35492,Carbon monoxide,05/15/2022,Parts per million,0.4,5,California,Riverside,TORO,0.897007188517752,,2022-05-15 02:46:15+00:00,,33.730003,-117.330945,,US-CA,,02:46:15+00,
35492,Carbon monoxide,05/15/2022,Parts per million,0.4,5,California,Riverside,COYOTE,46.9563713325491,,2022-05-15 21:41:45+00:00,,33.886637,-116.900635,,US-CA,,21:41:45+00,
12709,Carbon monoxide,07/27/2022,Parts per million,0.5,6,California,San Diego,CASNER,178.268448551103,,2022-07-27 19:18:34+00:00,,33.077333,-116.7575,,US-CA,,19:18:34+00,
52778,Carbon monoxide,05/10/2022,Parts per million,0.4,5,California,Riverside,CASTILE,9.85843841583524,,2022-05-10 23:48:59+00:00,2022-05-11 04:20:00+00:00,33.781,-116.8998,2022/05/10 23:55:00+00,US-CA,Grass-Shrub,23:48:59+00,0 days 04:31:01
47292,Carbon monoxide,08/03/2021,Parts per million,0.2,2,California,Los Angeles,ANTONIO ,49.8978860374303,Equipment,2021-08-03 21:08:00+00:00,2021-08-08 18:59:59+00:00,34.22919,-117.668,2021/08/03 21:10:00+00,US-CA,Brush,21:08:00+00,4 days 21:51:59
49633,Carbon monoxide,06/29/2022,Parts per million,0.3,3,California,Riverside,CHIPMUNK,0.0025590364455608,,2022-06-29 23:26:59+00:00,,33.899748,-116.920483,,US-CA,,23:26:59+00,
52210,Carbon monoxide,05/10/2022,Parts per million,0.1,1,California,Riverside,CASTILE,9.85843841583524,,2022-05-10 23:48:59+00:00,2022-05-11 04:20:00+00:00,33.781,-116.8998,2022/05/10 23:55:00+00,US-CA,Grass-Shrub,23:48:59+00,0 days 04:31:01
49544,Carbon monoxide,05/10/2022,Parts per million,0.3,3,California,Riverside,CASTILE,9.85843841583524,,2022-05-10 23:48:59+00:00,2022-05-11 04:20:00+00:00,33.781,-116.8998,2022/05/10 23:55:00+00,US-CA,Grass-Shrub,23:48:59+00,0 days 04:31:01
35602,Carbon monoxide,07/09/2022,Parts per million,0.2,2,California,Riverside,ROBERT,2.65382591805645,,2022-07-09 20:03:59+00:00,2022-07-11 17:28:00+00:00,33.71117,-117.2877,2022/07/09 20:10:00+00,US-CA,Grass-Shrub,20:03:59+00,1 days 21:24:01
35602,Carbon monoxide,07/09/2022,Parts per million,0.2,2,California,Riverside,ROBERT,2.65382550548304,,2022-07-09 19:52:06+00:00,,33.709946,-117.285183,,US-CA,,19:52:06+00,
43440,Carbon monoxide,08/03/2021,Parts per million,0.1,1,California,Los Angeles,ANTONIO ,49.8978860374303,Equipment,2021-08-03 21:08:00+00:00,2021-08-08 18:59:59+00:00,34.22919,-117.668,2021/08/03 21:10:00+00,US-CA,Brush,21:08:00+00,4 days 21:51:59
13369,Carbon monoxide,06/22/2022,Parts per million,0.3,3,California,San Diego,RIBBON 2,0.0477619593146081,,2022-06-22 23:32:59+00:00,,,,,US-CA,,23:32:59+00,
52786,Carbon monoxide,05/15/2022,Parts per million,0.8,9,California,Riverside,TORO,0.897007188517752,,2022-05-15 02:46:15+00:00,,33.730003,-117.330945,,US-CA,,02:46:15+00,
21998,Carbon monoxide,08/03/2021,Parts per million,0.4,5,California,Los Angeles,ANTONIO ,49.8978860374303,Equipment,2021-08-03 21:08:00+00:00,2021-08-08 18:59:59+00:00,34.22919,-117.668,2021/08/03 21:10:00+00,US-CA,Brush,21:08:00+00,4 days 21:51:59
20829,Carbon monoxide,07/18/2022,Parts per million,0.4,5,California,Fresno,Avalanche,28.9249209097309,,2022-07-18 18:25:00+00:00,,,,,US-CA,,18:25:00+00,
20829,Carbon monoxide,07/18/2022,Parts per million,0.4,5,California,Fresno,Avalanche,28.9249209098621,,2022-07-18 17:42:00+00:00,2022-11-10 18:30:00+00:00,36.77752,-118.5862,2022/07/30 18:30:00+00,US-CA,Timber,17:42:00+00,115 days 00:48:00
35530,Carbon monoxide,06/03/2022,Parts per million,0.2,2,California,Riverside,WILEY,0.0126518644723664,,2022-06-03 01:47:00+00:00,,33.60814,-114.897,,US-CA,,01:47:00+00,
43225,Carbon monoxide,04/13/2021,Parts per million,0.1,1,California,Los Angeles,Greek Theater,0.084438208959627,Cause and Origin Not Identified,2021-04-13 18:21:51+00:00,,,,,US-CA,Timber,18:21:51+00,
49576,Carbon monoxide,05/26/2022,Parts per million,0.2,2,California,Riverside,Lost Lake,5856.54993440281,,2022-05-26 14:05:00+00:00,2022-06-21 15:25:00+00:00,34.14945,-114.6114,,US-CA,,14:05:00+00,26 days 01:20:00
8057,Carbon monoxide,07/18/2022,Parts per million,0.2,2,California,Fresno,Avalanche,28.9249209097309,,2022-07-18 18:25:00+00:00,,,,,US-CA,,18:25:00+00,
49617,Carbon monoxide,06/21/2022,Parts per million,0.5,6,California,Riverside,GRANT,115.189922410991,,2022-06-21 16:48:36+00:00,2022-06-27 18:49:59+00:00,33.546326,-116.043868,2022/06/21 17:00:00+00,US-CA,Brush,16:48:36+00,6 days 02:01:23
52294,Carbon monoxide,06/21/2022,Parts per million,0.2,2,California,Riverside,GRANT,115.189922410991,,2022-06-21 16:48:36+00:00,2022-06-27 18:49:59+00:00,33.546326,-116.043868,2022/06/21 17:00:00+00,US-CA,Brush,16:48:36+00,6 days 02:01:23
55232,Carbon monoxide,06/21/2022,Parts per million,0.4,5,California,Riverside,GRANT,115.189922410991,,2022-06-21 16:48:36+00:00,2022-06-27 18:49:59+00:00,33.546326,-116.043868,2022/06/21 17:00:00+00,US-CA,Brush,16:48:36+00,6 days 02:01:23
